id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),融資增加,投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
1722,台肥,化學工業,56.1,-0.18,0.0,56.1,55.7,-0.71,-1.76,1558.77,-463.0,2.0,0.0,0.0,,2.0,-47.0,16.0,-1.34,3.0,0.0,0.12,-64.0,-0.01,13.9,-402.0,-0.04,0.78,-296.0,-0.03,-0.0,0.0,-0.02,2.0,3.0,8.0,-0.04,-0.03,0.03,1.0,3.0,8.0,-0.08,-0.04,-0.03,,,,-0.34,-0.06,0.34,0.62,元大證券,14.56%,國票-長城,6.41%,凱基,6.16%
1723,中碳,化學工業,109.0,-0.46,0.46,109.5,110.0,0.92,-0.45,303.12,48.0,0.0,0.0,0.0,,4.0,4.0,14.0,2.5,0.0,0.0,0.18,50.0,0.02,10.89,-2.0,-0.0,0.54,39.0,0.02,-0.0,0.0,-0.01,0.0,0.0,1.0,0.1,0.16,-0.0,3.0,6.0,9.0,-0.03,-0.02,-0.06,,,,1.0,1.45,2.47,3.34,凱基-台北,13.53%,大昌-桃園,13.2%,新光,6.27%
1725,元禎,化學工業,21.5,0.0,0.23,21.55,21.25,-1.16,-1.39,62.09,0.0,1.0,0.0,0.0,,3.0,7.0,8.0,0.14,0.0,0.0,0.0,-1.0,-0.0,0.22,1.0,0.0,0.02,-12.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.01,-0.0,2.0,6.0,11.0,-0.01,-0.01,-0.01,,,,0.05,0.84,1.29,0.82,(牛牛牛)亞-網路,8.06%,大昌-新店,6.45%,凱基-土城,6.45%
1726,永記,化學工業,70.4,0.0,0.0,70.4,70.4,0.0,-0.14,20.17,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.01,13.19,0.0,0.0,0.03,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.01,0.02,0.03,3.0,5.0,8.0,-0.0,-0.0,0.0,,,,0.04,0.07,,,摩根大通,30%,花旗環球,20%,亞東-板橋,15%
1727,中華化,化學工業,28.8,-2.04,0.0,28.8,28.7,-0.35,-1.71,1052.88,-143.0,3.0,-22.0,-13.0,-0.41,5.0,94.0,137.0,0.46,0.0,0.0,0.0,-143.0,-0.13,2.12,-0.0,-0.0,0.57,-104.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,-1.36,-0.52,1.0,5.0,11.0,-1.37,-1.29,-0.93,,,,0.57,2.12,2.88,2.68,元富-吉利,1.99%,群益金鼎-鳳山,1.9%,國泰-高雄,1.8%
1730,花仙子,化學工業,56.1,-0.18,0.0,56.1,56.4,0.53,0.0,22.82,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,6.79,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,5.0,8.0,13.0,0.0,-0.0,-0.0,,,,0.46,0.86,1.46,1.55,花旗環球,8.7%,凱基-士林,4.35%,富邦-新竹,4.35%
1731,美吾華,生技醫療業,18.3,0.27,0.27,18.35,18.35,0.27,0.0,72.02,6.0,0.0,0.0,0.0,,1.0,-3.0,8.0,-3.67,0.0,0.0,0.0,6.0,0.0,1.05,0.0,0.0,0.08,3.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.04,0.11,0.16,4.0,8.0,14.0,0.0,0.01,-0.06,,,,0.09,0.17,0.23,0.3,群益金鼎-屏東,13.89%,凱基-中山,13.89%,日盛-員林,12.5%
1732,毛寶,化學工業,31.0,0.98,0.16,31.05,31.15,0.48,-1.58,397.49,38.0,2.0,22.0,13.0,-0.41,1.0,18.0,-6.0,-1.33,0.0,0.0,0.0,38.0,0.09,5.19,0.0,0.0,2.11,15.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.2,1.67,4.0,5.0,12.0,1.36,0.42,1.39,,,,0.49,1.2,1.64,1.75,元大-中壢,7.81%,台灣摩根士丹利,7.56%,統一-中壢,2.52%
1733,五鼎,生技醫療業,25.1,2.66,4.18,26.15,25.5,1.59,-3.77,1935.54,-528.0,1.0,0.0,80.0,inf,3.0,37.0,195.0,4.27,0.0,0.0,0.02,-528.0,-0.53,5.98,0.0,0.0,1.56,-580.0,-0.58,0.0,-0.0,0.0,1.0,2.0,11.0,-0.61,-0.68,-0.91,2.0,3.0,5.0,-0.57,-0.63,-0.66,,,,0.74,1.01,1.19,0.79,華南永昌-竹北,5.22%,元大-南京,3.15%,富邦-台北,2.74%
1734,杏輝,生技醫療業,30.15,1.69,0.66,30.35,30.8,2.16,0.0,1902.59,312.0,3.0,2.0,1.0,-0.5,3.0,58.0,-176.0,-4.03,0.0,0.0,0.0,313.0,0.19,6.63,-1.0,-0.0,0.31,-151.0,-0.09,0.0,0.0,0.0,0.0,0.0,3.0,0.41,0.4,1.16,4.0,6.0,14.0,0.05,0.06,0.33,,,,0.94,1.15,1.43,1.48,臺銀-臺中,4.47%,摩根大通,4.31%,港商野村,4.05%
1735,日勝化,化學工業,15.1,0.67,-0.66,15.0,15.1,0.0,0.0,6.01,-2.0,0.0,0.0,0.0,,0.0,0.0,-2.0,-inf,0.0,0.0,0.12,-2.0,-0.0,50.43,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,3.0,9.0,0.0,0.0,-0.0,,,,0.24,0.43,0.5,,玉山證券,50%,台新-高雄,33.33%,日進,16.67%
1736,喬山,生技醫療業,77.4,1.18,0.65,77.9,85.1,9.95,0.0,9578.06,-16.0,2.0,0.0,123.0,inf,2.0,-169.0,938.0,-6.55,0.0,0.0,1.25,-333.0,-0.11,8.2,317.0,0.1,0.68,1170.0,0.39,-0.07,0.39,0.79,0.0,2.0,6.0,0.19,-0.07,-1.13,4.0,6.0,8.0,0.47,0.36,0.12,,,,6.72,7.51,13.38,11.52,富邦證券,12.31%,凱基-台北,2.56%,永豐金證券,2.52%
1737,臺鹽,食品工業,32.15,0.0,-0.47,32.0,32.15,0.0,0.0,165.48,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,8.98,0.0,0.0,1.04,-16.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.11,5.0,9.0,16.0,-0.02,-0.01,-0.09,,,,0.06,0.2,0.63,0.77,凱基-台北,11.52%,兆豐-台中港,6.06%,美林,4.85%
1742,台蠟,化學工業,15.35,3.02,-0.33,15.3,15.35,0.0,-0.97,30.6,-7.0,0.0,0.0,0.0,,1.0,-4.0,-3.0,-0.25,0.0,0.0,0.0,-2.0,-0.0,0.25,-5.0,-0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.01,1.0,2.0,5.0,0.01,0.0,-0.04,,,,0.35,0.44,0.07,-1.66,日盛-土城,16.13%,元大-基隆孝二,16.13%,兆豐-麻豆,9.68%
1752,南光,生技醫療業,36.8,1.1,0.41,36.95,37.3,1.36,0.0,178.65,22.0,0.0,0.0,0.0,,4.0,9.0,4.0,-0.56,0.0,0.0,0.0,22.0,0.02,1.26,0.0,0.0,0.02,18.0,0.02,-0.0,0.0,-0.0,0.0,0.0,0.0,0.05,-0.04,-0.19,3.0,4.0,8.0,0.02,0.05,0.0,-6.56,34.47,6.98,0.66,1.16,1.61,2.0,統一,13.97%,國票-博愛,11.17%,宏遠-高雄,8.38%
1760,寶齡富錦,生技醫療業,168.0,0.0,0.0,168.0,181.5,8.04,-1.09,22768.21,1127.0,3.0,131.0,204.0,0.56,5.0,457.0,624.0,0.37,690.0,0.8,3.78,-39.0,-0.05,13.9,476.0,0.56,2.85,2008.0,2.34,0.84,0.97,0.71,3.0,4.0,7.0,-5.17,-10.2,0.06,2.0,2.0,7.0,-1.37,-4.95,3.37,,,,12.4,13.0,22.38,33.59,凱基-台北,3.24%,統一,3.21%,群益金鼎-西松,1.3%
1762,中化生,生技醫療業,59.1,0.0,1.18,59.8,60.4,2.2,-0.17,462.03,3.0,0.0,0.0,0.0,,4.0,3.0,57.0,18.0,0.0,0.0,1.3,3.0,0.0,6.66,-0.0,-0.0,0.52,69.0,0.09,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.05,0.43,1.41,3.0,7.0,16.0,0.23,0.49,1.06,,,,1.08,1.51,2.93,5.35,凱基-台北,10.82%,新光-台中,6.49%,國票-長城,6.06%
1773,勝一,化學工業,117.5,0.0,0.0,117.5,120.5,2.55,-0.82,431.01,26.0,0.0,0.0,0.0,,2.0,-14.0,-31.0,1.21,0.0,0.0,0.05,31.0,0.01,4.9,-5.0,-0.0,0.08,61.0,0.02,-0.0,0.0,-0.06,0.0,0.0,2.0,-0.14,-0.07,-0.19,1.0,6.0,11.0,-0.08,-0.06,-0.24,-0.79,-19.67,4.22,2.8,5.25,8.42,8.55,元大證券,8.82%,永豐金證券,8.35%,凱基-台北,7.66%
1776,展宇,化學工業,17.0,-0.58,-0.59,16.9,17.1,0.59,0.0,16.21,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.01,0.67,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,5.0,8.0,13.0,-0.0,-0.0,-0.01,,,,0.14,0.34,0.52,,美好-富順,31.25%,花旗環球,25%,永豐金-敦南,12.5%
1777,生泰,生技醫療業,78.9,0.0,0.25,79.1,80.7,2.28,0.0,179.78,26.0,0.0,0.0,0.0,,1.0,-1.0,-3.0,2.0,0.0,0.0,0.0,26.0,0.06,0.8,0.0,0.0,0.01,8.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.01,0.23,4.0,6.0,13.0,0.03,-0.06,-0.33,59.63,107.89,31.42,1.7,1.84,2.68,3.72,永豐金-板新,12.22%,美商高盛,8.33%,康和-仁愛,6.67%
1781,合世,生技醫療業,14.65,1.03,0.68,14.75,15.0,2.39,-1.96,110.01,-2.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,-2.0,-0.0,0.5,0.0,0.0,0.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02,0.0,2.0,4.0,7.0,-0.01,-0.0,-0.15,,,,0.39,0.38,0.68,0.4,富邦-花蓮,10.91%,台新-台中,9.09%,台中銀-豐原,6.36%
1783,和康生,生技醫療業,44.25,1.03,0.34,44.4,44.25,0.0,-3.91,744.22,40.0,1.0,0.0,1.0,inf,3.0,-8.0,42.0,-6.25,0.0,0.0,0.42,40.0,0.05,7.18,0.0,0.0,0.49,-96.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.42,1.44,3.0,6.0,15.0,0.0,0.19,0.56,,,,0.65,1.6,2.91,3.57,台灣摩根士丹利,3.49%,凱基-台北,3.23%,土銀-南港,2.02%
1784,訊聯,生技醫療業,42.35,0.12,0.0,42.35,43.4,2.48,-1.81,687.31,76.0,1.0,0.0,0.0,,2.0,13.0,-39.0,-4.0,0.0,0.0,0.0,76.0,0.15,1.67,0.0,0.0,0.11,59.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,3.0,5.0,14.0,-0.09,-0.02,-0.12,,,,0.95,2.57,4.04,4.16,永豐金-板橋,8.59%,凱基-台北,6.55%,宏遠證券,5.53%
1785,光洋科,其他電子業,34.3,0.59,0.0,34.3,35.25,2.77,-0.42,4539.71,608.0,2.0,4.0,6.0,0.5,2.0,52.0,-108.0,-3.08,0.0,0.0,0.02,608.0,0.1,8.74,0.0,0.0,0.05,516.0,0.09,0.0,-0.0,-0.0,0.0,0.0,1.0,0.07,-0.26,-0.54,2.0,3.0,8.0,0.06,-0.14,-0.55,,,,1.04,1.37,2.2,3.53,摩根大通,6.92%,永豐金-中正,2.64%,港商野村,2.53%
1786,科妍,生技醫療業,50.5,-0.2,-0.79,50.1,49.8,-1.39,-0.6,90.15,25.0,0.0,0.0,0.0,,3.0,4.0,-6.0,-2.5,0.0,0.0,0.0,25.0,0.04,1.65,-0.0,-0.0,0.34,-10.0,-0.02,0.0,0.0,-0.0,0.0,0.0,0.0,0.15,0.23,0.34,4.0,8.0,14.0,0.12,0.18,0.18,,,,-0.62,-0.03,1.0,2.99,凱基-台北,15.56%,元富-新興,11.11%,中國信託-高雄,5.56%
1788,杏昌,生技醫療業,143.0,0.0,-1.4,141.0,142.0,-0.7,0.0,26.19,0.0,0.0,0.0,0.0,,1.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,-4.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,-0.04,2.0,2.0,6.0,-0.01,-0.03,-0.04,,,,-0.2,0.05,0.95,-4.78,統一-仁愛,7.69%,元富-草屯,7.69%,華南永昌-公誠,7.69%
1789,神隆,生技醫療業,24.7,2.07,0.2,24.75,24.9,0.81,-0.4,965.72,198.0,1.0,0.0,3.0,inf,0.0,-10.0,-36.0,2.6,0.0,0.0,0.0,207.0,0.03,5.2,-9.0,-0.0,0.25,145.0,0.02,-0.0,0.0,0.0,1.0,2.0,11.0,0.07,0.02,0.02,4.0,6.0,10.0,0.03,-0.01,-0.01,,,,0.52,0.59,0.63,0.45,美林,7.56%,凱基-台北,7.45%,瑞士信貸,5.9%
1795,美時,生技醫療業,245.5,-0.41,1.02,248.0,269.5,9.78,0.0,5076.96,600.0,2.0,-35.0,101.0,-3.89,3.0,-34.0,2.0,-1.06,0.0,0.0,1.5,652.0,0.27,83.93,-52.0,-0.02,0.79,1056.0,0.43,-0.1,-1.14,-0.76,0.0,0.0,4.0,0.81,5.6,7.92,4.0,9.0,15.0,1.25,4.67,7.98,,,,21.7,30.95,64.6,94.73,富邦證券,12.37%,台灣摩根士丹利,8.1%,摩根大通,4.87%
1796,金穎生技,食品工業,56.5,-0.18,0.88,57.0,56.8,0.53,-0.35,12.0,-3.0,0.0,0.0,0.0,,3.0,-1.0,1.0,-2.0,0.0,0.0,0.0,-3.0,-0.01,0.54,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.02,1.0,3.0,8.0,0.0,-0.07,-0.07,,,,0.26,0.86,0.38,,兆豐-復興,25%,群益金鼎-高盛,25%,國泰-敦南,8.33%
1799,易威,生技醫療業,15.7,9.79,0.0,15.7,15.75,0.32,-0.32,33.36,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.54,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,,,,0.79,1.05,1.1,,凱基-信義,42.42%,華南永昌-淡水,21.21%,元大-崇德,15.15%
1802,台玻,玻璃陶瓷,23.9,2.14,0.42,24.0,23.7,-0.84,-6.69,30449.26,-801.0,2.0,33.0,-210.0,-7.36,4.0,151.0,886.0,4.87,0.0,0.0,0.18,-973.0,-0.03,11.55,172.0,0.01,0.23,-172.0,-0.01,-0.06,-0.05,-0.19,1.0,2.0,3.0,0.12,0.57,1.97,4.0,9.0,19.0,0.02,0.36,1.34,,,,0.18,-0.06,0.29,3.57,,,,,,
1805,寶徠,建材營造,10.35,-4.61,1.45,10.5,10.45,0.97,-1.42,26.0,3.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.0,7.0,9.0,-0.01,-0.01,-0.01,,,,-0.16,-0.2,,,凱基-城中,15.38%,元大-忠孝,15.38%,臺銀-臺中,15.38%
1806,冠軍,玻璃陶瓷,9.67,-0.62,0.31,9.7,9.58,-0.93,-2.54,745.96,7.0,2.0,-48.0,3.0,-1.06,1.0,-153.0,-40.0,-0.74,0.0,0.0,0.0,7.0,0.0,7.89,0.0,0.0,0.05,-87.0,-0.02,0.0,0.0,-0.0,0.0,0.0,0.0,0.08,0.05,0.09,3.0,6.0,8.0,-0.12,-0.35,-0.37,,,,-0.13,-0.14,,,日盛-樹林,7.24%,凱基-台北,5.63%,國泰-敦南,3.35%
1808,潤隆,建材營造,65.0,0.31,0.0,65.0,65.5,0.77,-0.61,92.04,-28.0,0.0,0.0,0.0,,2.0,3.0,0.0,-1.0,0.0,0.0,0.0,-19.0,-0.0,1.61,-9.0,-0.0,0.28,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.03,-0.04,1.0,4.0,6.0,0.03,0.06,0.02,,,,0.9,1.86,3.75,2.91,花旗環球,14.13%,中國信託-嘉義,10.87%,玉山-板橋,8.7%
1809,中釉,玻璃陶瓷,13.65,-0.36,0.37,13.7,13.75,0.73,-0.36,600.0,158.0,1.0,0.0,0.0,,1.0,-101.0,-23.0,-0.77,0.0,0.0,0.0,158.0,0.09,2.17,0.0,0.0,0.04,-21.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.27,-0.01,-0.0,4.0,6.0,11.0,-0.85,-1.0,-0.91,,,,-0.02,-0.12,0.34,1.12,凱基-台北,17.17%,美商高盛,6.17%,富邦-新竹,3.33%
1810,和成,玻璃陶瓷,20.05,-3.37,0.25,20.1,20.2,0.75,-3.81,6794.26,-878.0,2.0,-274.0,1.0,-1.0,4.0,1492.0,84.0,-0.94,0.0,0.0,0.0,-875.0,-0.29,5.03,-3.0,-0.0,0.37,-1146.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.24,-0.45,1.0,3.0,7.0,-1.69,-1.84,-2.26,,,,-0.38,0.76,4.08,,群益金鼎-敦南,3.55%,日盛-文化,2.86%,元大-古亭,1.55%
1813,寶利徠,生技醫療業,22.8,-1.08,0.0,22.8,22.85,0.22,-0.44,44.11,-2.0,0.0,0.0,0.0,,5.0,11.0,8.0,-0.27,0.0,0.0,0.0,-2.0,-0.0,10.19,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.02,-0.05,3.0,4.0,9.0,0.01,0.01,0.15,,,,-0.16,-0.18,-0.28,0.53,致和-台北,18.18%,元大-天母,11.36%,元大-中壢,11.36%
1815,富喬,電子零組件業,12.8,0.39,0.78,12.9,12.8,0.0,-1.54,1082.9,194.0,0.0,-3.0,0.0,-1.0,4.0,2.0,-6.0,-4.0,0.0,0.0,0.0,194.0,0.04,3.02,0.0,0.0,0.0,-18.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.31,0.44,0.25,5.0,9.0,14.0,0.1,0.15,-0.25,,,,0.09,0.23,0.36,0.51,台灣摩根士丹利,9.88%,新加坡商瑞銀,4.71%,土銀-台南,4.43%
1817,凱撒衛,玻璃陶瓷,36.2,0.56,0.0,36.2,36.4,0.55,-0.27,46.64,4.0,0.0,0.0,0.0,,1.0,-2.0,2.0,-2.0,0.0,0.0,0.0,4.0,0.01,2.07,-0.0,-0.0,0.35,12.0,0.02,0.0,0.0,-0.0,0.0,0.0,0.0,0.02,0.01,0.03,2.0,4.0,8.0,0.05,0.04,-0.1,,,,0.28,0.61,0.84,0.97,國票-南科,42.55%,元大-斗六,10.64%,花旗環球,8.51%
1903,士紙,造紙工業,52.1,-0.76,-2.11,51.0,51.5,-1.15,-0.77,86.45,16.0,0.0,0.0,0.0,,3.0,-2.0,2.0,-2.0,0.0,0.0,0.0,16.0,0.01,19.11,0.0,0.0,0.03,-13.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.09,4.0,7.0,16.0,-0.0,0.01,0.01,,,,-0.7,-0.16,0.89,0.15,美林,10.47%,摩根大通,5.81%,康和-台北,5.81%
1904,正隆,造紙工業,27.5,0.0,0.0,27.5,27.9,1.45,-0.18,1788.38,262.0,1.0,2.0,-2.0,-2.0,2.0,-12.0,-48.0,3.0,0.0,0.0,0.05,266.0,0.02,8.41,-4.0,-0.0,0.15,588.0,0.05,-0.0,-0.0,0.0,1.0,2.0,10.0,0.03,0.06,0.2,3.0,7.0,15.0,0.07,0.08,0.1,,,,0.42,0.54,0.68,1.19,統一,13.98%,永豐金-內湖,12.58%,元富,8.39%
1905,華紙,造紙工業,17.75,-0.28,0.0,17.75,17.7,-0.28,-0.56,727.53,100.0,3.0,6.0,-1.0,-1.17,2.0,32.0,35.0,0.09,0.0,0.0,0.01,103.0,0.01,3.66,-3.0,-0.0,0.08,-87.0,-0.01,0.0,0.0,-0.0,1.0,2.0,11.0,0.09,0.13,0.2,4.0,9.0,15.0,0.02,0.02,0.04,,,,-0.02,0.22,0.29,0.8,凱基-台北,13.46%,新加坡商瑞銀,4.4%,中國信託-高雄,3.98%
1906,寶隆,造紙工業,17.1,1.48,0.58,17.2,17.0,-0.58,-1.45,140.7,-18.0,1.0,0.0,0.0,,3.0,1182.0,-12.0,-1.01,0.0,0.0,0.0,-18.0,-0.01,1.29,0.0,0.0,0.12,-12.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.12,4.0,9.0,16.0,-0.04,-0.11,-0.36,10.14,1.43,172.78,0.15,0.34,0.47,0.22,元大-東蘆,21.28%,光和-和美,7.09%,群益金鼎-內湖,7.09%
1907,永豐餘,造紙工業,27.15,-1.27,-0.55,27.0,25.95,-4.42,-3.89,10120.67,-6318.0,5.0,1.0,6.0,5.0,3.0,31.0,503.0,15.23,0.0,0.0,0.06,-6338.0,-0.38,16.01,20.0,0.0,0.19,-5244.0,-0.32,0.0,0.0,0.0,1.0,2.0,10.0,-0.43,-0.44,0.42,1.0,3.0,13.0,-0.36,-0.42,-0.05,,,,-1.03,-1.23,-1.27,0.58,國票-安和,2.81%,美好-台南,1.91%,永豐金-復興,1.88%
1909,榮成,造紙工業,16.3,0.0,0.0,16.3,16.25,-0.31,-0.91,1443.84,379.0,1.0,0.0,39.0,inf,2.0,216.0,-7.0,-1.03,0.0,0.0,0.13,321.0,0.03,10.6,58.0,0.0,0.19,-31.0,-0.0,-0.0,-0.0,0.12,1.0,2.0,12.0,0.07,0.15,0.6,3.0,7.0,16.0,-0.05,-0.11,0.23,-7.46,-18.26,-5.38,-0.04,0.01,0.06,0.81,凱基-台北,18.35%,臺銀-臺中,2.49%,元大證券,2.15%
2002,中鋼,鋼鐵工業,29.0,-0.85,-0.69,28.8,29.2,0.69,-0.17,31481.3,5726.0,4.0,87.0,514.0,4.91,2.0,166.0,-243.0,-2.46,5056.0,0.03,3.31,1379.0,0.01,17.85,-709.0,-0.0,1.44,3792.0,0.02,0.26,0.38,0.4,5.0,8.0,12.0,-0.07,0.03,0.6,3.0,6.0,14.0,0.13,0.31,0.78,,,,0.14,0.29,0.57,1.21,康和,16.51%,新加坡商瑞銀,10.71%,凱基-台北,9.3%
2006,東和鋼鐵,鋼鐵工業,53.0,-0.38,-0.57,52.7,53.1,0.19,0.0,2129.14,-149.0,2.0,1.0,1.0,0.0,1.0,-7.0,-289.0,40.29,36.0,0.0,6.12,-196.0,-0.03,10.86,11.0,0.0,3.11,-115.0,-0.02,0.01,-0.0,0.07,3.0,4.0,8.0,0.02,0.01,-0.05,2.0,4.0,7.0,0.01,0.09,0.13,,,,-0.0,0.53,1.29,1.13,美林,7.28%,國泰證券,5.87%,元大-承德,5.78%
2007,燁興,鋼鐵工業,10.45,0.0,1.44,10.6,10.9,4.31,0.0,1407.04,370.0,4.0,5.0,19.0,2.8,1.0,-61.0,-143.0,1.34,0.0,0.0,0.0,370.0,0.07,1.04,0.0,0.0,0.09,167.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.28,0.32,4.0,8.0,13.0,0.07,0.07,0.1,,,,0.37,0.59,0.78,0.96,美商高盛,9.03%,新光,8.6%,摩根大通,5.97%
2008,高興昌,鋼鐵工業,16.9,-0.59,0.3,16.95,17.2,1.78,0.0,14.26,6.0,0.0,0.0,0.0,,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0,7.29,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,4.0,7.0,12.0,-0.0,-0.0,-0.0,,,,0.19,0.27,0.24,,花旗環球,42.86%,日盛-樹林,28.57%,華南永昌-岡山,7.14%
2009,第一銅,鋼鐵工業,31.95,0.63,0.16,32.0,32.15,0.63,-1.53,3783.98,502.0,0.0,-8.0,-41.0,4.12,2.0,126.0,-240.0,-2.9,0.0,0.0,0.03,490.0,0.14,1.4,12.0,0.0,0.9,251.0,0.07,0.0,0.0,0.0,1.0,1.0,9.0,-0.11,-0.26,-0.41,3.0,5.0,8.0,-0.13,-0.43,-1.32,,,,0.36,0.69,0.6,5.63,美商高盛,3.83%,瑞士信貸,3.81%,美林,3.73%
2010,春源,鋼鐵工業,15.9,0.0,0.31,15.95,16.15,1.57,-0.31,641.37,321.0,1.0,10.0,0.0,-1.0,3.0,-120.0,48.0,-1.4,0.0,0.0,0.0,323.0,0.05,6.35,-2.0,-0.0,0.11,199.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2,0.38,5.0,9.0,15.0,0.06,0.08,0.09,,,,0.25,0.44,0.54,0.91,摩根大通,17.32%,新加坡商瑞銀,8.11%,美林,7.8%
2012,春雨,鋼鐵工業,23.5,-0.42,1.28,23.8,23.65,0.64,-0.63,99.09,25.0,0.0,0.0,0.0,,3.0,9.0,16.0,0.78,0.0,0.0,0.0,25.0,0.01,1.5,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.04,5.0,7.0,14.0,0.0,-0.0,-0.0,,,,0.25,0.5,0.79,1.07,摩根大通,11.11%,高橋,10.1%,花旗環球,10.1%
2013,中鋼構,鋼鐵工業,57.4,-0.35,1.05,58.0,58.0,1.05,-0.51,209.59,113.0,1.0,-1.0,1.0,-2.0,3.0,-2.0,7.0,-4.5,0.0,0.0,0.02,114.0,0.06,7.83,-1.0,-0.0,0.66,66.0,0.03,0.0,0.0,0.0,0.0,0.0,3.0,0.18,0.34,0.56,5.0,10.0,19.0,0.04,0.07,0.2,,,,0.36,0.79,1.46,3.02,美林,15.24%,美商高盛,10%,摩根大通,10%
2014,中鴻,鋼鐵工業,23.6,-1.46,0.21,23.65,24.7,4.66,-0.4,22748.35,10981.0,3.0,259.0,34.0,-0.87,4.0,125.0,-2027.0,-17.22,-22.0,-0.0,7.07,10292.0,0.72,5.59,711.0,0.05,4.0,7759.0,0.54,-0.16,-0.37,0.25,0.0,0.0,6.0,0.48,0.4,0.27,2.0,5.0,11.0,0.61,0.29,0.79,,,,0.72,1.28,1.74,2.46,台灣摩根士丹利,15.76%,新加坡商瑞銀,8.25%,美商高盛,4.76%
