id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,前日融券,昨日融券,昨日融券5MAX,昨日融券10MAX,昨日融券20MAX,融券差額(張),昨日融券5增張,融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
2637,慧洋-KY,航運業,51.0,-2.49,-0.78,50.6,49.7,-2.55,-1.97,8270.96,-2330.0,3.0,128.0,45.0,128.0,128.0,128.0,100.0,162.0,1.22,4.0,61.0,698.0,-426.0,-0.06,7.38,-1826.0,-0.24,7.76,-78.0,-0.01,1.26,-2880.0,-0.39,-1.81,-2.38,-2.41,,,,-4.76,-8.87,-10.65,-13.9,元富,2.89%,富邦-八德,1.25%,凱基-幸福,1.16%
2640,大車隊,其他,135.0,-0.37,0.0,135.0,136.0,0.74,-0.73,91.54,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,4.0,8.0,1.0,0.0,0.0,0.48,4.0,0.01,8.19,0.0,0.0,0.18,4.0,0.01,-0.03,-0.12,-0.55,,,,0.1,0.95,1.28,14.25,凱基-台北,17.39%,統一-南京,10.87%,統一,10.87%
2641,正德,航運業,17.7,0.28,0.0,17.7,17.6,-0.56,-0.56,890.77,-137.0,1.0,-5.0,-16.0,3.0,3.0,63.0,-112.0,-26.0,6.0,2.0,-81.0,-21.0,0.0,0.0,0.0,-41.0,-0.02,1.22,-96.0,-0.04,2.33,-56.0,-0.02,-0.42,-0.68,-0.88,,,,-0.1,-0.38,-0.55,-1.99,凱基-高雄,7.74%,元大-西門,7.63%,華南永昌,4.49%
2642,宅配通,航運業,45.5,0.78,0.0,45.5,45.5,0.0,0.0,49.78,8.0,0.0,-4.0,-12.0,0.0,0.0,2.0,0.0,-27.0,-1.0,1.0,-4.0,-12.0,0.0,0.0,0.0,8.0,0.01,5.33,0.0,0.0,2.04,-1.0,-0.0,-0.03,-0.01,-0.09,,,,0.2,-0.16,-0.01,-1.15,美商高盛,10%,永豐金-羅東,10%,凱基-長庚,6%
2643,捷迅,航運業,72.5,0.14,0.0,72.5,72.9,0.55,-0.14,63.39,-25.0,0.0,-4.0,-2.0,0.0,0.0,9.0,0.0,-18.0,-1.0,1.0,-5.0,0.0,0.0,0.0,0.0,-9.0,-0.03,1.83,-16.0,-0.05,0.0,-4.0,-0.01,0.0,0.02,-0.05,,,,0.42,0.64,1.36,0.24,元大-斗六,15.87%,富邦-台北,14.29%,元大-新竹經國,14.29%
2645,長榮航太,航運業,105.5,0.48,0.47,106.0,107.5,1.9,0.0,948.75,-27.0,,,,,,,,,,,,,24.0,0.01,0.45,-52.0,-0.01,1.81,1.0,0.0,0.19,175.0,0.05,0.12,-0.0,-0.05,,,,1.1,0.45,2.17,,凱基-中山,10.54%,元大-城東,10.01%,港商法國興業,5.48%
2701,萬企,觀光事業,13.7,3.4,-0.36,13.65,13.8,0.73,-4.17,4166.99,-446.0,0.0,0.0,-1.0,1.0,5.0,5.0,0.0,-5.0,-1.0,3.0,464.0,-51.0,0.0,0.0,0.0,-373.0,-0.08,0.47,-73.0,-0.02,0.1,-388.0,-0.09,-0.26,-0.66,-0.69,,,,0.28,0.26,0.67,0.96,中國信託-嘉義,4.97%,凱基-科園,1.9%,新光,1.51%
2702,華園,觀光事業,25.1,3.29,0.6,25.25,25.2,0.4,-3.08,1639.65,167.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,-10.0,,2.0,-88.0,-47.0,0.0,0.0,0.0,123.0,0.08,37.52,44.0,0.03,0.07,157.0,0.11,0.12,-0.1,-0.07,,,,0.49,0.33,1.1,1.13,台灣摩根士丹利,5.91%,華南永昌-板橋,5.06%,摩根大通,3.66%
2704,國賓,觀光事業,46.45,4.62,0.0,46.45,47.3,1.83,-2.37,765.49,43.0,3.0,-1.0,-8.0,8.0,8.0,8.0,1.0,2.0,-1.12,3.0,-1.0,85.0,78.0,0.02,0.04,-33.0,-0.01,9.94,-2.0,-0.0,0.28,3.0,0.0,0.01,-0.01,0.23,,,,1.67,1.28,2.69,8.13,香港上海匯豐,10.2%,玉山證券,3.4%,元大-花蓮,2.88%
2705,六福,觀光事業,19.55,5.96,0.26,19.6,19.85,1.53,-2.7,6307.02,244.0,2.0,-4.0,26.0,85.0,85.0,85.0,7.0,-67.0,-0.73,4.0,-215.0,36.0,0.0,0.0,0.0,250.0,0.13,4.71,-6.0,-0.0,0.06,323.0,0.17,-0.22,-3.23,-2.88,,,,0.88,0.56,0.94,1.71,台灣摩根士丹利,3.65%,摩根大通,3.38%,元大-大天母,2.6%
2706,第一店,觀光事業,16.9,5.62,2.96,17.4,17.85,5.62,-3.77,14776.78,-782.0,1.0,-13.0,1.0,1.0,41.0,41.0,0.0,-30.0,-1.0,3.0,424.0,842.0,225.0,0.05,0.09,-955.0,-0.19,2.52,-52.0,-0.01,0.09,-143.0,-0.03,-0.21,-0.73,-0.75,,,,1.16,1.21,1.89,2.67,統一-仁愛,7.18%,香港上海匯豐,1.52%,元大-台南,1.31%
2707,晶華,觀光事業,286.5,1.96,0.52,288.0,287.5,0.35,-1.71,1054.24,133.0,2.0,-1.0,1.0,3.0,14.0,14.0,-2.0,-6.0,-3.0,0.0,-44.0,0.0,34.0,0.03,3.7,89.0,0.07,17.03,10.0,0.01,0.92,52.0,0.04,-0.01,-0.21,-0.72,,,,1.8,1.35,3.48,5.44,港商野村,6.64%,摩根大通,3.51%,(牛牛牛)亞證券,3.32%
2712,遠雄來,觀光事業,38.45,3.92,-2.34,37.55,37.7,-1.95,-4.07,777.37,-41.0,2.0,-1.0,1.0,3.0,3.0,3.0,-2.0,4.0,-3.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-41.0,-0.04,0.3,0.0,0.0,0.02,-61.0,-0.06,-0.14,-0.93,-0.93,,,,0.08,0.12,1.63,2.24,國泰-敦南,10.3%,元大-南屯,2.19%,兆豐-景美,1.67%
2718,晶悅,觀光事業,47.45,1.82,0.42,47.65,47.5,0.11,-0.84,12.06,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.05,-0.06,,,,0.23,0.08,-0.36,,富邦-竹東,41.67%,元大-佳里,25%,凱基-南崁,16.67%
2719,燦星旅,觀光事業,72.4,9.7,-4.14,69.4,71.6,-1.1,-3.89,364.04,3.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.16,0.0,0.0,0.01,-3.0,-0.0,-0.03,-0.35,-0.15,,,,3.08,3.31,13.64,19.55,陽信-石牌,5.49%,元大-嘉義,5.49%,兆豐-北高雄,4.67%
2722,夏都,觀光事業,72.9,9.95,-0.41,72.6,71.7,-1.65,-8.43,9689.95,-578.0,1.0,-27.0,68.0,68.0,110.0,110.0,-13.0,-20.0,-1.19,3.0,439.0,-309.0,0.0,0.0,0.0,-577.0,-0.52,0.88,-1.0,-0.0,0.37,-936.0,-0.84,-0.52,-0.2,-0.08,,,,2.14,5.18,13.44,18.55,國泰-敦南,0.67%,美林,0.58%,致和-東門,0.55%
2723,美食-KY,觀光事業,149.0,1.02,-0.67,148.0,148.5,-0.34,-2.62,1335.13,-355.0,0.0,-19.0,-9.0,-3.0,14.0,34.0,0.0,-57.0,-1.0,4.0,-13.0,23.0,-296.0,-0.16,0.78,-59.0,-0.03,62.47,-0.0,-0.0,0.49,-250.0,-0.14,-1.16,-0.99,-0.06,,,,-1.8,-7.85,-8.68,-3.42,摩根大通,7.04%,美商高盛,4.72%,富邦-士林,2.25%
2724,富驛-KY,觀光事業,13.25,0.0,-1.89,13.0,13.25,0.0,0.0,9.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88,0.0,0.0,0.0,,,,,,,,,0.03,-0.19,-0.34,,元大-忠孝,55.56%,國泰-館前,22.22%,元大-鶯歌,11.11%
2726,雅茗-KY,觀光事業,26.3,1.15,0.76,26.5,26.5,0.76,0.0,30.13,-7.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-0.02,36.86,0.0,0.0,0.0,0.0,0.0,-0.11,-0.46,-0.45,,,,0.12,-0.5,-0.22,-0.9,台新證券,10%,凱基-台南,10%,群益金鼎-彰化,6.67%
2727,王品,觀光事業,333.0,7.07,-1.5,328.0,340.5,2.25,-3.68,7759.55,915.0,2.0,-24.0,18.0,18.0,59.0,59.0,15.0,-18.0,-0.17,2.0,-28.0,-209.0,147.0,0.19,3.91,672.0,0.87,39.78,96.0,0.12,1.37,601.0,0.78,1.31,2.51,1.39,,,,14.9,17.25,17.9,34.49,摩根大通,2.45%,凱基-台北,2.45%,港商野村,2.02%
2729,瓦城,觀光事業,275.5,2.8,0.0,275.5,283.5,2.9,-1.22,545.74,132.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,-1.0,2.0,6.0,14.0,0.0,0.0,1.83,116.0,0.37,6.88,16.0,0.05,0.82,89.0,0.28,0.14,-0.02,2.45,,,,7.4,5.6,11.57,30.3,凱基-台北,9.16%,摩根大通,7.51%,台灣摩根士丹利,3.3%
2731,雄獅,觀光事業,179.0,2.87,1.96,182.5,179.5,0.28,-5.03,11130.7,-1207.0,1.0,-30.0,110.0,110.0,118.0,218.0,0.0,-12.0,-1.0,2.0,249.0,399.0,-137.0,-0.15,9.91,-1086.0,-1.2,20.01,16.0,0.02,1.94,-1047.0,-1.15,-2.83,-3.37,-5.59,,,,1.3,-2.45,-2.12,20.82,元大證券,2.45%,美林,1.37%,元大-新生,0.54%
2732,六角,觀光事業,178.5,2.29,2.24,182.5,186.0,4.2,-1.33,2455.2,237.0,3.0,-4.0,6.0,6.0,6.0,22.0,8.0,-15.0,0.33,4.0,-63.0,33.0,-130.0,-0.28,4.19,348.0,0.75,11.72,19.0,0.04,1.29,237.0,0.51,-0.06,-0.56,-0.64,,,,7.7,6.2,6.22,10.26,摩根大通,6.68%,美商高盛,3.79%,中國信託,3.26%
2734,易飛網,觀光事業,46.65,9.89,0.32,46.8,51.3,9.97,0.0,3835.61,-1.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,11.46,0.0,0.0,0.0,466.0,1.1,3.11,2.81,2.54,,,,5.84,6.26,10.81,15.94,凱基-台北,34.57%,(牛牛牛)亞-網路,1.85%,美好-基隆,1.41%
2736,富野,觀光事業,41.2,5.64,-2.18,40.3,40.2,-2.43,-2.43,2743.82,-4.0,1.0,-396.0,-167.0,316.0,373.0,373.0,-55.0,-80.0,-0.67,2.0,-97.0,-170.0,0.0,0.0,0.0,26.0,0.05,6.36,-30.0,-0.06,0.92,-236.0,-0.48,-4.52,0.31,3.18,,,,0.43,4.19,9.71,14.2,華南永昌-南京,2.08%,兆豐-公益,1.49%,台灣摩根士丹利,1.28%
2739,寒舍,觀光事業,75.2,5.17,-1.6,74.0,74.2,-1.33,-5.12,1785.21,-197.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.83,-197.0,-0.22,2.29,0.0,0.0,0.16,-240.0,-0.26,-0.33,-2.07,-2.89,,,,0.56,0.2,6.39,11.16,兆豐-天母,1.68%,富邦-台北,1.62%,富邦-仁愛,1.4%
2740,天蔥,觀光事業,,0.0,,42.0,41.75,-0.12,-0.6,10.72,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,8.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,新光,36.36%,凱基-松山,18.18%,玉山-板橋,18.18%
2743,山富,觀光事業,135.5,7.54,-2.58,132.0,138.5,2.21,-0.72,412.84,-46.0,0.0,-28.0,-73.0,-28.0,114.0,695.0,-19.0,-315.0,-0.74,1.0,-50.0,22.0,0.0,0.0,0.0,-22.0,-0.06,11.94,-24.0,-0.07,1.96,11.0,0.03,-0.02,1.05,13.58,,,,9.6,14.3,38.58,64.81,凱基-市政,9.2%,元大-虎尾,8.47%,兆豐-彰化,6.54%
2745,五福,觀光事業,75.0,6.38,-1.33,74.0,75.8,1.07,-0.26,475.31,13.0,,,,,,,,,,,,,0.0,0.0,0.0,13.0,0.04,1.27,0.0,0.0,0.0,3.0,0.01,0.52,0.26,1.24,,,,3.9,4.27,14.84,28.14,第一金-忠孝,13.68%,元富-草屯,6.53%,元大-鳳山,3.37%
2748,雲品,觀光事業,92.0,4.43,0.76,92.7,92.6,0.65,-3.54,10126.06,77.0,1.0,-9.0,117.0,117.0,548.0,548.0,-654.0,-333.0,-6.59,3.0,228.0,53.0,197.0,0.19,5.88,-148.0,-0.15,1.41,28.0,0.03,0.75,-49.0,-0.05,-1.27,0.57,-1.03,,,,2.04,1.19,6.53,4.86,統一,1.34%,兆豐證券,0.49%,永豐金-復興,0.48%
2752,豆府,觀光事業,259.0,-1.15,1.16,262.0,261.0,0.77,-0.38,11.12,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,,,,1.0,1.55,1.18,3.71,元大-金華,90.91%,凱基-信義,9.09%,元大-沙鹿,0%
2753,八方雲集,觀光事業,174.0,5.78,-0.29,173.5,183.0,5.17,-0.81,3426.09,659.0,2.0,-6.0,-1.0,2.0,2.0,2.0,20.0,-6.0,-21.0,2.0,199.0,142.0,51.0,0.08,1.29,528.0,0.8,11.02,80.0,0.12,0.61,396.0,0.6,0.33,-0.81,-1.85,,,,11.9,12.65,11.2,-5.8,美林,5.02%,花旗環球,4.67%,港商野村,4.17%
2754,亞洲藏壽司,觀光事業,176.5,3.52,0.28,177.0,181.0,2.55,-1.09,1125.9,141.0,4.0,-1.0,4.0,4.0,4.0,7.0,2.0,3.0,-0.5,3.0,-28.0,76.0,0.0,0.0,0.07,104.0,0.22,78.0,37.0,0.08,1.06,98.0,0.21,0.77,0.77,0.27,,,,4.8,8.0,10.35,15.62,美商高盛,3.2%,台新證券,2.49%,摩根大通,2.22%
2755,揚秦,觀光事業,144.0,0.7,2.78,148.0,144.5,0.35,-2.36,29.73,-5.0,,,,,,,,,,,,,0.0,0.0,0.0,-5.0,-0.02,0.77,0.0,0.0,0.11,1.0,0.0,0.0,-0.05,-0.33,,,,1.2,1.0,-0.75,2.62,新光,16.67%,元大-竹東,10%,高橋-龍潭,6.67%
2756,聯發國際,觀光事業,137.0,-0.36,0.0,137.0,137.5,0.36,0.0,32.59,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.01,4.0,0.02,1.0,0.0,0.0,-0.0,0.02,-0.09,,,,-0.1,-1.3,-2.18,-3.2,中國信託,21.21%,凱基,12.12%,新光,6.06%
2801,彰銀,金融保險業,18.0,-1.37,0.28,18.05,18.05,0.28,-0.82,10309.78,2372.0,1.0,-1.0,0.0,0.0,2.0,2.0,3.0,-3.0,inf,3.0,334.0,22.0,-99.0,-0.0,0.92,2538.0,0.02,13.52,-67.0,-0.0,0.44,-2293.0,-0.02,-0.21,-0.32,-0.43,,,,-0.06,-0.14,-0.07,0.4,台灣摩根士丹利,10.03%,新加坡商瑞銀,9.14%,凱基-台北,8.19%
2809,京城銀,金融保險業,35.95,1.55,-0.42,35.8,35.75,-0.56,-0.14,1449.24,489.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-inf,3.0,-40.0,7.0,114.0,0.01,4.77,271.0,0.02,13.02,104.0,0.01,3.33,-238.0,-0.02,-0.08,-0.11,-0.01,,,,0.2,-0.01,0.12,0.78,永豐金證券,16.29%,臺銀,8.97%,元大證券,7.25%
2812,台中銀,金融保險業,14.65,-0.34,0.34,14.7,14.65,0.0,-0.68,4148.07,986.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,-2.0,,2.0,-101.0,-136.0,-12.0,-0.0,0.09,1057.0,0.02,9.96,-59.0,-0.0,0.16,340.0,0.01,-0.04,-0.07,-0.03,,,,0.0,-0.02,-0.01,0.46,新加坡商瑞銀,9.79%,港商野村,9.55%,美林,5.5%
2816,旺旺保,金融保險業,17.2,0.88,0.0,17.2,17.15,-0.29,-1.15,149.14,-64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,14.0,3.0,0.0,0.0,0.0,-8.0,-0.0,2.21,-56.0,-0.03,0.11,-24.0,-0.01,-0.02,-0.05,0.01,,,,0.07,-0.02,0.07,1.11,土銀-新竹,11.41%,凱基-站前,8.05%,合庫-基隆,6.71%
2820,華票,金融保險業,15.4,0.65,0.0,15.4,15.35,-0.32,-0.65,258.56,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,59.0,0.0,6.85,-50.0,-0.0,0.92,-13.0,-0.0,-0.01,0.01,0.08,,,,-0.02,-0.08,0.04,0.23,美林,22.39%,永興-台中,11.58%,兆豐-新營,7.72%
2832,台產,金融保險業,22.35,0.0,0.0,22.35,22.35,0.0,-0.22,188.39,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,-3.0,0.0,0.0,0.0,13.0,0.0,3.42,-55.0,-0.02,0.25,-16.0,-0.0,-0.0,0.03,0.0,,,,0.01,0.0,0.24,1.02,富邦-東花蓮,13.3%,康和-嘉義,11.17%,台新-高雄,9.57%
2834,臺企銀,金融保險業,14.1,1.08,-0.35,14.05,14.0,-0.71,-0.36,11649.83,-456.0,2.0,-7.0,-1.0,2.0,4.0,4.0,-95.0,-5.0,94.0,2.0,-96.0,-17.0,-19.0,-0.0,0.23,-307.0,-0.0,18.9,-130.0,-0.0,0.39,-2025.0,-0.03,-0.11,-0.13,0.07,,,,-0.04,-0.11,-0.06,0.15,港商野村,6.95%,國票-長城,6.87%,花旗環球,6.3%
2836,高雄銀,金融保險業,12.35,-0.4,0.81,12.45,12.3,-0.4,-1.2,502.42,-182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,,2.0,1.0,1.0,0.0,0.0,0.0,-118.0,-0.01,6.93,-64.0,-0.01,0.24,-106.0,-0.01,-0.02,-0.02,0.0,,,,-0.05,-0.1,-0.08,-0.07,摩根大通,13.35%,元大-雙和,11.75%,永豐金-台中,5.78%
2838,聯邦銀,金融保險業,16.65,1.52,0.0,16.65,16.55,-0.6,-0.6,219.08,-5.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,-1.0,0.0,-2.0,-3.0,0.0,0.0,0.01,31.0,0.0,6.19,-36.0,-0.0,0.28,13.0,0.0,0.0,0.01,0.07,,,,0.1,-0.01,0.15,0.54,美林,14.61%,新加坡商瑞銀,13.7%,富邦-中壢,13.24%
2845,遠東銀,金融保險業,11.2,-0.88,0.45,11.25,11.25,0.45,-0.44,1911.25,101.0,2.0,1.0,1.0,1.0,9.0,9.0,0.0,0.0,-1.0,1.0,239.0,-127.0,6.0,0.0,0.14,171.0,0.0,10.54,-76.0,-0.0,0.19,-10.0,-0.0,-0.07,-0.08,-0.03,,,,-0.03,-0.07,-0.02,0.05,摩根大通,10.62%,臺銀-臺南,10.47%,群益金鼎-鳳山,5.23%
2849,安泰銀,金融保險業,15.25,-0.33,0.98,15.4,15.2,-0.33,-1.3,48.81,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-10.0,0.0,0.0,0.0,0.0,7.0,0.0,76.69,0.0,0.0,0.29,0.0,0.0,0.0,0.0,-0.0,,,,-0.03,-0.02,0.06,0.34,美好-中和,20.41%,凱基-復興,16.33%,美林,14.29%
2850,新產,金融保險業,52.5,0.96,0.0,52.5,52.1,-0.76,-0.76,111.27,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,0.02,-55.0,-0.02,10.31,-14.0,-0.0,1.54,-29.0,-0.01,-0.02,-0.01,0.03,,,,-0.1,-0.3,0.36,1.39,元大-草屯,18.02%,華南永昌-豐原,8.11%,玉山-南京東路,5.41%
2851,中再保,金融保險業,20.25,0.25,0.49,20.35,20.15,-0.49,-0.98,3387.05,-401.0,0.0,-3.0,0.0,0.0,0.0,4.0,0.0,-3.0,,3.0,222.0,647.0,149.0,0.02,0.04,-500.0,-0.06,1.39,-50.0,-0.01,0.56,-604.0,-0.08,-0.16,-0.54,-1.51,,,,0.11,0.25,0.38,1.6,兆豐-大同,17.71%,玉山-大里,5.99%,永豐金-中正,5.4%
2852,第一保,金融保險業,15.9,0.32,0.0,15.9,15.9,0.0,-0.62,328.77,-110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,-5.0,0.0,0.0,0.0,0.0,-43.0,-0.01,3.65,-67.0,-0.02,0.11,-16.0,-0.01,-0.01,-0.03,0.03,,,,0.03,-0.02,0.01,0.04,元富-烏日,36.47%,新光,13.07%,永豐金-中正,7.6%
2855,統一證,金融保險業,17.05,-0.29,0.29,17.1,17.1,0.29,-0.29,835.45,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,-16.0,92.0,0.0,0.0,0.0,294.0,0.02,8.55,0.0,0.0,0.02,-60.0,-0.0,0.01,0.09,0.09,,,,0.0,0.1,0.33,0.56,凱基-台北,16.17%,元大-小港,10.78%,摩根大通,5.87%
2867,三商壽,金融保險業,5.25,0.77,0.0,5.25,5.25,0.0,-0.19,5372.96,1016.0,0.0,,,,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,804.0,0.02,6.39,212.0,0.0,0.86,77.0,0.0,-0.03,0.03,0.0,,,,0.03,0.03,0.07,0.08,摩根大通,9.12%,華南永昌,8.47%,美林,6.05%
2880,華南金,金融保險業,22.25,0.0,-0.22,22.2,22.2,-0.22,-0.67,9358.2,-1338.0,1.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,,2.0,64.0,-39.0,-47.0,-0.0,1.18,-1360.0,-0.01,18.19,69.0,0.0,0.36,1054.0,0.01,0.03,0.11,0.25,,,,-0.03,-0.21,-0.06,-0.14,永豐金證券,33.05%,摩根大通,4.42%,美商高盛,2.08%
2881,富邦金,金融保險業,60.8,0.0,-0.16,60.7,60.4,-0.66,-0.98,14066.67,-6290.0,4.0,6.0,19.0,19.0,26.0,26.0,-31.0,-9.0,-2.63,3.0,11.0,33.0,127.0,0.0,1.8,-6315.0,-0.05,19.57,-102.0,-0.0,0.56,-5840.0,-0.05,-0.07,-0.08,0.03,,,,-0.32,-0.61,0.09,1.96,摩根大通,4.34%,美商高盛,3.82%,國票-北高雄,3.57%
2882,國泰金,金融保險業,44.3,-0.45,0.45,44.5,44.0,-0.68,-1.57,21060.01,-6267.0,1.0,-9.0,-27.0,154.0,161.0,161.0,-8.0,-27.0,-0.7,4.0,47.0,251.0,1618.0,0.01,2.12,-7952.0,-0.05,21.14,67.0,0.0,0.4,-6341.0,-0.04,-0.04,0.09,0.45,,,,-0.29,-0.54,0.04,1.18,兆豐證券,7.25%,台灣匯立證券,4.62%,元大證券,1.82%
2883,開發金,金融保險業,12.7,-0.78,0.39,12.75,12.8,0.79,-0.78,29770.91,-3454.0,2.0,6.0,14.0,14.0,187.0,585.0,-17.0,-1355.0,-2.21,3.0,491.0,-9.0,5098.0,0.03,4.94,-8642.0,-0.05,22.99,90.0,0.0,0.87,-3663.0,-0.02,-0.34,-0.07,0.34,,,,0.01,-0.21,-0.17,-0.08,兆豐證券,18.27%,美商高盛,5.77%,富邦證券,2.69%
2884,玉山金,金融保險業,25.9,0.0,0.0,25.9,25.85,-0.19,-0.39,11185.22,1781.0,1.0,-1.0,0.0,0.0,40.0,40.0,1.0,-56.0,inf,2.0,5.0,-68.0,-56.0,-0.0,1.5,1770.0,0.01,31.44,67.0,0.0,0.37,197.0,0.0,0.01,0.13,0.61,,,,0.01,-0.12,0.16,0.76,摩根大通,18.87%,美商高盛,7.41%,凱基-台北,1.88%
2885,元大金,金融保險業,23.85,0.63,-0.21,23.8,23.65,-0.84,-0.84,15009.33,-5337.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,-1.0,,2.0,-16.0,9.0,246.0,0.0,5.05,-5683.0,-0.05,25.4,100.0,0.0,0.36,174.0,0.0,0.08,0.14,0.3,,,,0.0,0.09,0.39,0.97,永豐金證券,26.04%,凱基,13.33%,富邦證券,4.92%
2886,兆豐金,金融保險業,35.8,-1.1,-0.14,35.75,35.85,0.14,-0.42,13733.66,-711.0,3.0,-62.0,3.0,38.0,62.0,62.0,1.0,-57.0,-0.67,1.0,169.0,-28.0,-3015.0,-0.02,2.45,2227.0,0.02,21.9,77.0,0.0,1.25,27.0,0.0,-0.01,0.03,0.13,,,,-0.19,-0.22,0.41,1.93,摩根大通,14.99%,永豐金-內湖,14.5%,新加坡商瑞銀,9.04%
2887,台新金,金融保險業,18.35,-0.54,0.82,18.5,18.35,0.0,-0.81,17182.76,-1882.0,3.0,2.0,-1.0,19.0,19.0,37.0,10.0,16.0,-11.0,2.0,-6.0,-7.0,-54.0,-0.0,1.4,-1929.0,-0.02,24.9,101.0,0.0,0.97,-1567.0,-0.01,-0.01,0.02,0.29,,,,-0.03,-0.12,0.03,1.13,台灣摩根士丹利,11.87%,凱基,10.16%,港商法國興業,1.6%
2888,新光金,金融保險業,8.62,0.47,-0.12,8.61,8.5,-1.39,-1.28,49903.99,-19306.0,2.0,7.0,60.0,60.0,89.0,123.0,-81.0,-72.0,-2.35,5.0,1079.0,1706.0,-18.0,-0.0,0.37,-20839.0,-0.13,18.45,1551.0,0.01,0.38,-19430.0,-0.13,-0.21,-0.25,-0.2,,,,-0.05,-0.07,-0.0,0.06,港商麥格理,5.48%,港商野村,3.54%,合庫-自強,3.35%
2889,國票金,金融保險業,12.45,-1.19,0.0,12.45,12.45,0.0,-0.8,1581.33,566.0,1.0,-2.0,0.0,0.0,0.0,32.0,2.0,-2.0,inf,2.0,-93.0,-14.0,3.0,0.0,0.03,572.0,0.02,10.26,-9.0,-0.0,0.74,281.0,0.01,0.05,0.24,0.36,,,,-0.08,-0.08,0.08,-0.06,美林,13.54%,摩根大通,10.31%,台灣摩根士丹利,7.78%
2890,永豐金,金融保險業,17.3,0.87,-0.29,17.25,17.15,-0.87,-0.87,14730.11,-6419.0,0.0,0.0,0.0,11.0,32.0,136.0,0.0,-33.0,,2.0,-233.0,-75.0,-48.0,-0.0,6.12,-6499.0,-0.05,26.97,128.0,0.0,0.4,-1774.0,-0.01,-0.04,0.01,0.06,,,,-0.02,-0.09,-0.04,0.31,中國信託,28.96%,港商野村,3.51%,彰銀,2.03%
2891,中信金,金融保險業,24.3,-0.82,0.0,24.3,24.3,0.0,-0.82,23561.33,3403.0,3.0,15.0,0.0,15.0,36.0,63.0,2.0,7.0,inf,2.0,95.0,-186.0,-743.0,-0.0,3.59,3966.0,0.02,37.42,180.0,0.0,0.47,2036.0,0.01,0.05,0.19,0.48,,,,-0.02,-0.07,0.4,1.64,中國信託,13.47%,新加坡商瑞銀,6.74%,美林,6.23%
