date,id,name,category,昨日收盤價,昨日漲跌幅,開盤位置,開盤價,收盤價,漲跌幅,A轉跌幅,成交量,三大買賣超,融券5N,昨日融券,融券差額(張),融券增加,融資5N,昨日融資,融資差額(張),投信買賣超(張),投信買賣超%,投信持股比例,外資買賣超(張),外資買賣超%,外資持股比例,自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%,ma5距離,ma10距離,ma20距離,ma60距離,買超主力,買超趴數,買超主力2,買超趴數2,買超主力3,買超趴數3
2023-02-06,3205,佰研,生技醫療業,47.05,9.93,-0.53,46.8,45.05,-4.25,-3.74,1757.3,-253.0,2.0,165.0,-68.0,-1.41,3.0,85.0,60.0,0.0,0.0,0.0,-253.0,-0.78,11.24,0.0,0.0,0.18,-343.0,-1.05,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.53,-0.7,-0.29,3.0,5.0,10.0,0.29,0.03,-0.33,,,,1.99,4.18,4.53,0.86,元大-大里,2.79%,元富-新店,1.71%,元富-吉利,1.71%
2023-02-06,8068,全達,電子通路業,27.8,9.88,-4.68,26.5,25.8,-7.19,-3.73,512.01,-3.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.0,9.24,0.0,0.0,0.0,-114.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,1.0,1.0,2.0,-0.26,-0.24,-0.25,,,,-0.1,0.3,0.65,0.81,國票-中正,2.93%,玉山證券,2.73%,群益金鼎-三重,2.34%
2023-02-06,4167,松瑞藥,生技醫療業,21.85,0.92,0.0,21.85,21.55,-1.37,-2.49,5444.58,-771.0,0.0,-55.0,-8.0,-0.85,2.0,-540.0,126.0,0.0,0.0,0.0,-752.0,-0.24,12.86,-19.0,-0.01,0.13,-956.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.98,1.92,3.0,6.0,12.0,-0.0,0.15,-1.0,,,,-0.16,-0.08,-1.05,0.8,合庫-彰化,7.71%,元富-板橋,1.74%,安泰-楠梓,1.67%
2023-02-06,4130,健亞,生技醫療業,29.05,1.57,-0.86,28.8,28.6,-1.55,-2.39,1338.21,-63.0,1.0,-1.0,0.0,-1.0,4.0,103.0,94.0,0.0,0.0,0.0,-62.0,-0.06,6.5,-1.0,-0.0,0.51,-126.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,-0.05,1.58,2.0,4.0,11.0,-0.12,-0.14,-0.4,,,,0.1,0.29,-0.95,0.79,台灣摩根士丹利,3.74%,新光-新竹,2.84%,台灣企銀-嘉義,1.49%
2023-02-06,6220,岳豐科技,電子零組件業,27.55,2.61,0.73,27.75,27.15,-1.45,-2.34,662.47,-258.0,1.0,0.0,0.0,,3.0,74.0,-63.0,0.0,0.0,0.0,-242.0,-0.17,2.01,-16.0,-0.01,0.05,-124.0,-0.09,0.0,-0.0,0.0,0.0,0.0,0.0,-0.1,-0.35,0.23,3.0,4.0,12.0,-0.03,-0.11,1.36,,,,0.11,0.23,0.32,0.51,日盛-二林,5.89%,玉山-台南,4.68%,元大-板橋,4.23%
2023-02-06,2641,正德,航運業,18.4,1.1,0.27,18.45,18.3,-0.54,-2.14,2527.43,-577.0,3.0,19.0,5.0,-0.74,3.0,-250.0,229.0,0.0,0.0,0.0,-570.0,-0.24,0.0,-7.0,-0.0,2.35,-341.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,-0.56,3.0,5.0,7.0,-0.1,-0.39,-1.08,,,,0.07,0.27,0.1,0.43,群益金鼎-高盛,4.95%,富邦-岡山,3.01%,華南永昌-鶯歌,1.98%
2023-02-06,6288,聯嘉,汽車工業,23.9,1.27,0.42,24.0,23.5,-1.67,-2.49,528.74,-97.0,3.0,14.0,-56.0,-5.0,3.0,-166.0,-42.0,0.0,0.0,0.52,-97.0,-0.05,2.85,0.0,0.0,0.5,-130.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.11,0.2,2.0,4.0,9.0,-0.01,-0.05,-0.37,,,,-0.02,0.41,0.45,0.4,國泰-敦南,8.13%,凱基-市政,5.86%,日盛-新莊,5.67%
2023-02-06,5251,天鉞電,光電業,27.25,1.68,0.18,27.3,26.9,-1.28,-3.24,632.8,-147.0,2.0,3.0,-5.0,-2.67,0.0,-153.0,-3.0,0.0,0.0,0.0,-147.0,-0.41,24.27,0.0,0.0,0.18,-69.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,1.73,1.09,1.73,4.0,5.0,12.0,0.7,-0.95,-0.03,,,,0.3,0.87,1.6,-0.07,台灣摩根士丹利,6.64%,富邦-宜蘭,4.74%,富邦-三重,2.84%
2023-02-06,3047,訊舟,通信網路業,16.2,1.25,0.62,16.3,15.95,-1.54,-2.15,2433.75,-922.0,2.0,-9.0,14.0,-2.56,4.0,151.0,195.0,0.0,0.0,0.0,-1013.0,-0.49,2.63,91.0,0.04,0.35,-893.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,-0.34,0.7,3.0,6.0,12.0,-0.33,-0.79,-0.37,,,,-0.02,0.15,0.18,-0.35,凱基,3.74%,聯邦商銀,2.51%,玉山-大里,2.14%
2023-02-06,5457,宣德,電子零組件業,54.2,2.85,0.0,54.2,52.9,-2.4,-2.4,901.29,-395.0,3.0,4.0,0.0,-1.0,5.0,44.0,67.0,-180.0,-0.11,1.54,-187.0,-0.11,37.43,-28.0,-0.02,0.25,-193.0,-0.11,-0.11,-0.11,-0.11,0.0,0.0,1.0,0.23,0.43,0.2,3.0,7.0,13.0,0.14,0.09,-0.17,,,,0.18,1.43,2.16,-0.43,宏遠-桃園,9.43%,凱基-市政,5.55%,國票-新莊,4.11%
2023-02-06,3419,譁裕,通信網路業,18.25,2.24,0.27,18.3,17.95,-1.64,-2.18,835.9,-193.0,1.0,-20.0,0.0,-1.0,1.0,165.0,-153.0,0.0,0.0,0.0,-193.0,-0.16,4.04,0.0,0.0,0.37,-132.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.05,0.66,2.0,5.0,13.0,-0.15,-0.73,-0.71,,,,0.08,0.38,-0.09,-0.84,台中銀-台北,8.25%,元大-東蘆,3.83%,國泰-敦南,3.59%
2023-02-06,8040,九暘,半導體業,54.8,2.81,1.28,55.5,54.4,-0.73,-2.16,681.27,-91.0,2.0,10.0,-9.0,-1.9,4.0,186.0,40.0,0.0,0.0,0.0,-91.0,-0.13,1.94,0.0,0.0,1.26,-36.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.59,1.06,4.0,5.0,10.0,-0.12,-0.38,0.35,,,,1.06,1.29,1.22,-0.98,永豐金-板橋,6.75%,台新-新莊,4.41%,國泰-館前,3.82%
2023-02-06,8933,愛地雅,其他,16.65,1.83,2.1,17.0,16.5,-0.9,-2.94,2264.84,-332.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,-332.0,-0.11,7.93,0.0,0.0,0.19,-203.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.53,-0.58,0.91,3.0,3.0,9.0,0.25,-0.33,1.04,,,,0.13,0.18,0.27,-1.09,國泰-板橋,4.59%,日盛-斗六,3.97%,凱基-五股,2.21%
2023-02-06,3356,奇偶,光電業,40.1,1.26,0.5,40.3,39.15,-2.37,-3.33,1442.74,-124.0,0.0,-1.0,-17.0,16.0,2.0,-66.0,25.0,0.0,0.0,0.0,-124.0,-0.14,5.17,0.0,0.0,0.21,-177.0,-0.2,0.0,0.0,-0.0,0.0,0.0,0.0,0.12,1.21,-0.28,3.0,7.0,11.0,-0.18,0.16,-1.68,,,,-0.16,0.51,0.21,-2.47,摩根大通,3.4%,新光,2.36%,國泰-敦南,1.66%
2023-02-06,4102,永日,生技醫療業,30.7,2.85,0.65,30.9,30.2,-1.63,-2.27,1406.76,-404.0,1.0,2.0,-4.0,-3.0,1.0,-56.0,24.0,0.0,0.0,0.0,-404.0,-0.95,2.87,-0.0,-0.0,0.13,-238.0,-0.56,0.0,-0.0,0.0,0.0,0.0,0.0,-0.41,-0.99,1.1,2.0,4.0,9.0,-2.26,-3.41,-7.34,,,,0.49,0.72,-1.74,-3.42,新光,3.06%,致和-東門,2.84%,元大-淡水,2.49%
2023-02-06,4931,新盛力,電腦及週邊設備業,46.3,0.33,0.22,46.4,44.9,-3.02,-3.23,2401.06,-158.0,1.0,-109.0,-32.0,-0.71,3.0,-242.0,-41.0,-1.0,-0.0,4.29,-128.0,-0.2,25.3,-29.0,-0.05,1.25,-175.0,-0.27,0.0,-0.56,-1.35,0.0,0.0,0.0,-2.13,-1.27,-2.2,1.0,4.0,9.0,-1.2,-1.94,-5.98,,,,-0.48,1.12,0.77,-4.51,國泰-敦南,1.21%,群益金鼎-屏東,1.21%,永豐金-大園,1.08%
2023-02-06,3444,利機,電子通路業,62.4,0.48,0.48,62.7,60.7,-2.72,-3.19,858.36,-371.0,2.0,4.0,-9.0,-3.25,3.0,-103.0,111.0,0.0,0.0,0.0,-371.0,-0.95,10.32,0.0,0.0,0.49,-309.0,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,-0.2,0.05,4.0,5.0,9.0,-2.1,-2.7,-3.62,,,,-0.94,-0.58,-1.22,-4.66,元大-南京,4.55%,元大-四維,3.61%,日盛-新莊,3.5%
2023-02-06,6589,台康生技,生技醫療業,118.5,1.28,0.0,118.5,119.0,0.42,-2.46,4375.76,-273.0,3.0,-3.0,22.0,-8.33,2.0,-9.0,74.0,0.0,0.0,0.06,-359.0,-0.12,7.54,86.0,0.03,0.34,-165.0,-0.05,0.0,-0.27,-1.17,0.0,0.0,1.0,-0.7,-0.5,-0.4,0.0,3.0,9.0,-0.25,-0.25,-0.9,,,,2.3,5.7,2.65,-5.33,國票-和平,2.03%,凱基,1.9%,大和國泰,1.83%
2023-02-06,8084,巨虹,電子通路業,102.5,0.0,0.49,103.0,99.1,-3.32,-3.79,571.23,-181.0,,,,,,,,0.0,0.0,0.0,-181.0,-0.26,0.3,0.0,0.0,0.06,-144.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,-0.09,-0.08,3.0,5.0,9.0,-0.24,-0.45,-0.35,,,,-2.92,-1.75,-3.62,-10.0,群益金鼎-松山,8.93%,兆豐-竹北,7.01%,日盛-土城,5.78%
