id,name,category,收盤價,漲跌幅,投信持股比例,投信買賣超%,投信買賣超(張),投信5買%,投信10買%,投信20買%,投信5買N天,投信10買N天,投信20買N天,外資持股比例,外資買賣超(張),外資買賣超%,外資5買%,外資10買%,外資20買%,外資5買N天,外資10買N天,外資20買N天自營商買賣超(張),自營商買賣超%,自營商持股比例,主力買賣超(張),主力今日%,主力5買%,主力10買%,主力20買%,月增率%,年增率%,累計年增率%
3027,盛達,通信網路業,50.1,-5.11,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.91,717.0,0.72,-0.82,-0.13,11.56,2.0,5.0,,0.0,0.16,-417.0,-0.42,-1.73,-1.06,9.05,-34.68,75.10,78.68
3038,全台,光電業,37.9,-3.81,2.02,0.0,0.0,-0.01,0.12,0.53,0.0,1.0,4.0,9.49,-370.0,-0.24,-1.89,-5.52,-5.2,0.0,2.0,,-0.07,0.91,-384.0,-0.24,-3.1,-7.96,-7.02,-9.78,-8.86,5.05
3044,健鼎,電子零組件業,124.5,0.4,8.61,0.02,80.0,0.18,0.29,0.13,5.0,8.0,12.0,37.38,-1253.0,-0.24,-0.58,-1.34,-1.1,1.0,1.0,,0.26,7.53,382.0,0.07,0.35,0.03,-0.62,-6.00,-22.70,-18.45
3048,益登,電子通路業,28.1,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,-118.0,-0.05,0.02,0.16,0.34,2.0,7.0,,-0.0,0.14,-75.0,-0.03,-0.05,-0.07,-0.17,-3.40,-21.11,-16.84
3055,蔚華科,電子通路業,37.85,-1.05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.95,155.0,0.15,-0.16,0.11,-0.41,2.0,6.0,,0.0,0.07,12.0,0.01,-0.79,-0.16,-4.4,-69.82,-70.40,-22.35
3138,耀登,通信網路業,151.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,-22.0,-0.05,-0.12,0.01,0.31,2.0,5.0,,-0.0,0.22,-23.0,-0.05,-0.05,-0.12,-0.26,-1.03,-17.64,4.88
3356,奇偶,光電業,57.5,1.95,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,2.0,8.24,-438.0,-0.49,4.56,4.88,5.74,3.0,5.0,,0.0,0.25,-303.0,-0.34,2.61,0.07,3.56,-10.81,-20.42,-0.97
3454,晶睿,光電業,201.0,4.15,0.15,0.0,0.0,0.01,0.11,0.02,1.0,4.0,5.0,2.82,219.0,0.25,0.03,-0.1,-2.2,4.0,7.0,,0.05,2.9,190.0,0.22,-0.34,-1.05,-2.92,-5.84,6.15,25.15
3501,維熹,電子零組件業,56.3,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,15.0,0.01,0.27,0.24,0.66,5.0,7.0,,-0.01,0.2,-8.0,-0.01,-0.19,-0.29,-0.24,-5.98,-25.84,-10.70
3528,安馳,電子通路業,54.0,-0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,-12.0,-0.02,-0.35,-0.63,-0.82,0.0,0.0,,-0.0,0.07,-13.0,-0.02,-0.17,-0.58,-1.86,-14.40,-9.25,11.84
3593,力銘,電子零組件業,12.3,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-1.0,-0.0,0.0,-0.0,0.01,0.0,0.0,,-0.0,0.04,0.0,0.0,0.0,0.0,-0.02,-11.85,-17.35,0.57
3617,碩天,其他電子業,221.0,4.0,0.08,0.01,5.0,0.05,0.05,-0.2,5.0,5.0,6.0,11.44,409.0,0.49,0.98,1.48,-0.55,4.0,8.0,,0.04,0.66,233.0,0.28,0.14,0.27,-2.05,-13.26,-5.21,5.94
3711,日月光投控,半導體業,108.0,-0.92,5.22,0.01,317.0,-0.02,-0.04,0.39,1.0,4.0,14.0,75.6,1248.0,0.03,0.28,0.19,-0.24,5.0,7.0,,-0.0,1.03,-3095.0,-0.07,-0.17,-0.31,-0.18,1.04,-19.44,-12.36
4106,雃博,生技醫療業,36.2,3.43,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10.36,-156.0,-0.19,0.43,3.4,3.69,3.0,8.0,,0.01,1.39,-119.0,-0.14,-0.33,0.27,0.89,-12.43,-15.86,10.02
4148,全宇生技-KY,生技醫療業,58.5,-5.65,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,70.95,-32.0,-0.05,0.04,0.8,0.76,3.0,6.0,,-0.0,0.09,-4.0,-0.01,0.05,0.1,0.03,-19.23,-28.20,-0.32
4306,炎洲,塑膠工業,15.8,-0.63,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,5.81,-502.0,-0.08,-0.29,-0.36,-0.63,0.0,0.0,,-0.0,0.04,-184.0,-0.03,-0.07,-0.25,-0.63,-9.06,-26.27,-24.37
4426,利勤,紡織纖維,22.15,-0.89,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,5.74,-17.0,-0.01,-0.0,0.01,-0.03,2.0,6.0,,-0.0,0.06,0.0,0.0,0.01,-0.0,-0.01,-12.71,-18.59,9.56
4536,拓凱,其他,188.5,-0.79,0.0,0.0,1.0,-0.12,-0.12,-0.65,1.0,1.0,1.0,13.59,-86.0,-0.09,-0.56,-1.24,-2.18,0.0,1.0,,0.01,0.46,-163.0,-0.18,-0.6,-0.99,-1.76,-13.00,-29.47,8.26
4557,永新-KY,汽車工業,98.6,-4.73,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,34.14,-29.0,-0.07,-0.16,-0.44,-0.39,1.0,1.0,,-0.0,0.09,-58.0,-0.14,-0.14,-0.28,-0.47,-9.99,-9.76,1.11
4572,駐龍,電機機械,180.0,-1.37,7.99,0.0,0.0,0.05,-0.69,0.29,1.0,1.0,4.0,3.49,-94.0,-0.26,-1.74,-1.22,0.41,0.0,3.0,,-0.03,1.12,-68.0,-0.19,-1.79,-2.49,-0.91,-12.44,16.76,39.35
4581,光隆精密-KY,汽車工業,65.9,2.97,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,27.69,-13.0,-0.04,-0.22,-0.36,1.07,2.0,5.0,,-0.01,0.45,25.0,0.07,0.02,-0.18,-0.24,-6.25,2.35,22.37
4737,華廣,生技醫療業,77.7,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05,0.0,0.0,-0.01,0.04,0.02,2.0,5.0,,0.0,0.07,0.0,0.0,-0.01,-0.07,-0.17,17.95,-29.56,-19.85
4764,雙鍵,化學工業,48.4,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,1.0,0.0,0.0,0.0,0.01,2.0,2.0,,-0.0,0.05,0.0,0.0,0.0,0.0,-0.0,-18.65,-36.86,-27.53
4770,上品,化學工業,311.0,-0.96,1.13,0.0,0.0,-0.09,-0.09,0.01,0.0,1.0,9.0,6.9,-95.0,-0.12,0.25,0.71,0.31,2.0,7.0,,-0.04,0.56,-42.0,-0.05,-0.01,-0.02,0.66,-31.38,-39.29,6.44
4807,日成-KY,貿易百貨,19.05,-2.06,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,72.87,-3.0,-0.01,-0.01,-0.01,0.01,2.0,4.0,,0.0,0.17,-1.0,-0.0,-0.02,-0.02,-0.01,-7.98,-41.91,-35.17
5534,長虹,建材營造,79.1,-0.25,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.47,-16.0,-0.01,-0.15,-0.28,-0.45,0.0,1.0,,-0.01,1.09,-63.0,-0.02,-0.16,-0.35,-0.52,-30.29,-77.61,-76.86
5607,遠雄港,航運業,68.5,0.29,0.07,0.0,1.0,0.0,0.0,0.0,5.0,7.0,9.0,2.6,551.0,0.2,0.2,0.29,-0.11,3.0,7.0,,-0.0,0.3,-143.0,-0.05,-0.14,-0.27,-0.71,-4.53,-15.39,-14.98
5871,中租-KY,其他,201.5,0.25,1.37,-0.0,-6.0,-0.04,-0.04,-0.04,0.0,0.0,2.0,72.97,-638.0,-0.04,-0.2,-0.3,-1.13,1.0,1.0,,-0.0,0.43,-467.0,-0.03,-0.18,-0.24,-0.85,-2.52,12.45,15.05
5907,大洋-KY,貿易百貨,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.68,-19.0,-0.01,-0.06,-0.08,-0.18,0.0,1.0,,-0.0,0.1,2.0,0.0,-0.06,-0.11,-0.19,-12.65,-20.34,-13.64
6142,友勁,通信網路業,14.15,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59,145.0,0.06,0.31,0.76,0.59,4.0,6.0,,-0.0,0.96,104.0,0.05,0.07,0.24,-0.24,-45.70,-8.51,52.23
6166,凌華,電腦及週邊設備業,73.9,-1.07,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,13.34,-99.0,-0.05,0.6,1.21,2.23,4.0,7.0,,-0.0,0.25,-162.0,-0.07,-0.01,0.15,-0.1,7.23,-14.02,8.37
6176,瑞儀,光電業,109.0,-0.46,11.3,0.03,154.0,0.0,-0.01,0.88,2.0,4.0,14.0,34.79,39.0,0.01,0.18,0.84,-0.92,4.0,7.0,,-0.01,13.07,-10.0,-0.0,-0.22,-1.0,-0.25,-16.63,-27.31,-17.07
6215,和椿,其他電子業,28.0,-1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,-30.0,-0.04,-0.37,-0.77,-1.7,2.0,3.0,,0.0,0.05,-32.0,-0.04,-0.28,-0.43,-2.01,-18.89,-60.20,-49.89
6230,尼得科超眾,電腦及週邊設備業,151.0,-1.63,0.0,0.0,0.0,-0.01,-0.01,-0.01,0.0,0.0,0.0,90.23,22.0,0.03,-0.1,-0.29,-0.4,1.0,2.0,,-0.01,1.17,-18.0,-0.02,-0.08,-0.12,-0.23,-10.04,-15.77,9.37
6288,聯嘉,汽車工業,35.95,4.05,0.67,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,7.38,2560.0,1.36,0.97,0.33,1.02,2.0,5.0,,-0.1,0.0,2197.0,1.17,0.8,-0.29,0.27,-6.76,-12.55,7.24
6431,光麗-KY,生技醫療業,19.5,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.09,-10.0,-0.02,-0.05,-0.05,-0.11,1.0,1.0,,-0.0,0.1,0.0,0.0,-0.02,-0.03,-0.07,-36.17,-16.35,22.16
6464,台數科,其他,93.3,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,-1.0,-0.0,0.0,0.0,0.01,1.0,2.0,,-0.0,0.07,0.0,0.0,0.0,0.0,0.0,-3.93,-3.70,-2.69
6505,台塑化,油電燃氣業,79.2,-0.88,0.29,-0.0,-4.0,0.0,0.0,-0.0,2.0,4.0,9.0,6.72,-1112.0,-0.01,-0.06,-0.08,-0.07,1.0,1.0,,-0.0,0.22,-1152.0,-0.01,-0.06,-0.07,-0.07,-6.45,-39.16,-19.02
6605,帝寶,汽車工業,120.5,0.84,0.02,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,18.27,-56.0,-0.03,-0.45,-0.15,0.73,1.0,5.0,,0.01,0.54,-89.0,-0.05,-0.45,-0.42,0.15,-3.14,2.83,10.96
6655,科定,其他,124.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,-4.0,-0.01,-0.01,-0.01,0.01,0.0,2.0,,-0.0,0.06,0.0,0.0,-0.0,0.0,0.0,-12.85,-12.28,1.00
6691,洋基工程,其他電子業,361.0,-3.09,0.37,0.0,1.0,0.0,-0.0,0.2,1.0,1.0,7.0,7.14,-60.0,-0.09,0.51,1.24,1.28,3.0,6.0,,-0.03,0.48,-121.0,-0.18,-0.13,-0.01,-0.68,-2.74,9.12,28.71
6770,力積電,半導體業,30.0,-0.5,1.11,-0.0,-26.0,0.01,0.01,-0.03,1.0,1.0,1.0,14.29,-5092.0,-0.13,-0.42,-0.49,-0.3,2.0,5.0,,-0.01,0.19,-4424.0,-0.11,-0.36,-0.4,-0.16,-7.64,-51.74,-47.21
6790,永豐實,造紙工業,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,-40.0,-0.01,0.0,0.22,0.27,1.0,5.0,,-0.0,0.31,-25.0,-0.01,0.01,0.13,0.17,-11.90,-9.23,2.06
8101,華冠,通信網路業,6.71,-0.15,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,0.0,0.09,-14.0,-0.02,-0.31,-0.61,-0.6,-53.33,-55.51,-54.45
8114,振樺電,電腦及週邊設備業,109.0,-0.91,1.59,0.0,0.0,0.03,0.03,0.43,1.0,1.0,4.0,5.44,-14.0,-0.02,-0.44,-0.15,-0.48,0.0,2.0,,-0.05,0.45,-26.0,-0.03,-0.16,-0.08,-0.21,3.07,-20.73,-11.66
8341,日友,其他,144.0,0.7,0.03,0.0,5.0,0.02,0.02,-0.58,5.0,5.0,5.0,8.5,62.0,0.05,-0.21,-0.16,-0.76,1.0,4.0,,-0.0,0.5,-23.0,-0.02,-0.18,-0.29,-1.63,-24.05,-19.67,-16.87
8443,阿瘦,貿易百貨,11.95,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.66,-27.0,-0.04,-0.05,-0.04,0.05,1.0,2.0,,-0.01,0.17,-8.0,-0.01,-0.05,-0.06,-0.03,-26.44,-9.81,-5.93
8463,潤泰材,其他,25.55,-0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,-2.0,-0.0,-0.01,-0.0,0.01,1.0,4.0,,-0.0,0.18,-12.0,-0.01,-0.05,-0.08,-0.06,-4.89,25.32,47.61
8473,山林水,其他,30.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,-4.0,-0.0,-0.01,-0.01,0.02,0.0,2.0,,-0.0,0.06,2.0,0.0,0.0,0.01,0.02,-7.61,-24.96,5.68
8499,鼎炫-KY,其他電子業,101.0,-0.49,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,70.04,-2.0,-0.0,-0.02,0.05,0.07,1.0,4.0,,-0.0,0.26,1.0,0.0,0.02,0.04,0.01,0.49,-30.19,-26.48
8926,台汽電,油電燃氣業,53.5,1.9,0.12,0.0,3.0,-0.01,-0.01,0.01,1.0,3.0,7.0,6.47,-795.0,-0.12,-0.21,-0.31,0.35,2.0,3.0,,-0.0,0.83,-530.0,-0.08,-0.31,-0.5,-0.08,-29.88,20.86,37.54
9105,泰金寶-DR,存託憑證,3.83,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,-0.09,0.04,-0.03,0.0,3.0,,0.0,0.48,192.0,0.02,-0.1,-0.21,-0.35,-10.93,-4.01,2.01
9904,寶成,其他,30.85,-0.32,0.93,-0.0,-54.0,0.0,-0.02,-0.37,0.0,0.0,0.0,46.81,-1979.0,-0.07,-0.57,-0.75,-0.62,0.0,1.0,,-0.0,0.81,-822.0,-0.03,-0.35,-0.45,-0.63,-3.88,-15.70,-6.00
9908,大台北,油電燃氣業,33.3,0.3,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.02,-15.0,-0.0,0.01,0.01,0.04,2.0,3.0,,-0.01,0.25,-11.0,-0.0,-0.01,-0.03,-0.03,-6.55,-0.51,2.56
9912,偉聯,電腦及週邊設備業,12.45,8.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,5.0,0.01,0.1,0.08,0.16,5.0,7.0,,-0.01,0.19,-17.0,-0.03,-0.06,-0.46,-0.73,-16.93,-40.27,-19.32
9914,美利達,其他,216.5,-1.37,1.37,-0.02,-55.0,-0.02,0.05,-0.01,4.0,6.0,6.0,39.09,-225.0,-0.08,0.04,0.22,0.57,3.0,6.0,,-0.01,0.44,-34.0,-0.01,-0.0,0.09,0.37,-25.30,-28.00,-6.72
9921,巨大,其他,231.0,-0.43,0.09,0.0,1.0,0.0,0.02,0.09,2.0,5.0,10.0,45.81,61.0,0.02,-0.08,-0.09,0.22,3.0,6.0,,-0.01,0.32,90.0,0.02,0.07,0.2,0.72,-0.56,-13.52,-5.44
9924,福興,其他,42.8,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12,14.0,0.01,0.02,0.06,0.23,3.0,6.0,,0.0,0.17,7.0,0.0,-0.01,-0.01,-0.24,-4.16,-21.04,-16.95
9930,中聯資源,其他,54.2,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-13.0,-0.01,-0.04,-0.0,0.22,2.0,6.0,,-0.0,0.33,7.0,0.0,-0.02,-0.01,0.12,-9.17,4.46,8.48
9931,欣高,油電燃氣業,40.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,-1.0,-0.0,0.0,0.0,0.02,0.0,2.0,,-0.0,0.05,1.0,0.0,0.0,0.0,0.0,-5.05,-3.58,-2.84
9945,潤泰新,其他,35.85,1.27,0.01,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,13.35,2207.0,0.07,-0.13,-0.1,-0.09,2.0,7.0,,-0.0,0.24,1920.0,0.06,-0.07,-0.07,-0.11,-31.58,-41.79,-4.50
1240,茂生農經,農業科技,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57,0.0,0.0,0.0,0.02,0.01,0.0,3.0,,0.0,0.0,0.0,0.0,0.01,0.04,0.09,-4.06,-23.82,-13.03
1336,台翰,電子零組件業,23.35,-2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,-60.0,-0.08,-0.19,-0.19,-0.31,1.0,2.0,,0.0,0.03,-112.0,-0.14,-0.32,-0.39,-1.01,-1.53,-11.04,-0.49
1569,濱川,電腦及週邊設備業,24.3,0.21,0.01,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.83,-23.0,-0.02,-0.03,-0.05,-0.02,2.0,4.0,,0.0,0.0,13.0,0.01,0.03,0.09,0.12,-12.02,-37.81,-36.62
1584,精剛,其他,38.25,0.26,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,-246.0,-0.16,-1.49,1.54,0.68,3.0,7.0,,-0.03,1.58,-278.0,-0.18,-1.8,0.5,-1.18,-9.48,33.95,69.59
1591,駿吉-KY,電機機械,35.2,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66,-529.0,-1.52,-3.26,-2.43,-2.34,2.0,5.0,,0.0,0.28,-479.0,-1.38,-5.23,-8.56,-8.85,-39.54,-96.17,-92.64
1813,寶利徠,生技醫療業,21.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,-4.0,-0.01,-0.01,0.0,0.01,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,-0.0,-0.05,-9.43,-18.12,-2.59
2221,大甲,其他,42.25,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,-2.0,-0.0,0.05,-0.05,-0.14,2.0,2.0,,0.0,0.0,-12.0,-0.03,-0.09,-0.09,-0.23,8.53,-28.13,-27.05
2937,集雅社,貿易百貨,33.0,-1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.01,0.01,-0.01,-0.01,1.0,1.0,,0.0,0.01,-1.0,-0.0,0.0,0.0,-0.05,-23.28,4.69,7.74
2947,振宇五金,貿易百貨,91.4,-1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.01,0.01,0.01,1.0,1.0,,0.0,0.0,0.0,0.0,0.01,0.0,-0.08,0.95,1.36,5.00
3083,網龍,文化創意業,47.0,-1.88,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,-6.0,-0.01,-0.86,-0.74,-0.96,0.0,2.0,,0.0,0.46,-12.0,-0.01,-0.77,-0.84,-1.38,-14.99,-44.88,-14.34
3085,新零售,電子商務,20.9,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-82.70,-86.27,-49.57
3093,港建,其他電子業,32.6,-2.4,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,68.07,-124.0,-0.09,-0.71,-0.54,-0.5,0.0,3.0,,-0.01,0.04,-88.0,-0.06,-0.51,-0.52,-0.59,-41.66,-51.35,-30.28
3128,昇銳,光電業,42.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,5.0,0.01,0.16,-0.64,-0.95,4.0,6.0,,0.0,0.3,-17.0,-0.04,-0.75,-1.39,-2.46,-23.92,-31.24,-7.20
3147,大綜,資訊服務業,75.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,-30.0,-0.08,-0.96,-0.63,-0.13,0.0,3.0,,0.0,0.97,4.0,0.01,-0.32,-0.47,-0.84,-18.55,-13.14,-0.45
3162,精確,電機機械,51.0,-1.54,0.14,0.0,0.0,-0.1,-0.1,-0.1,0.0,0.0,0.0,44.54,-63.0,-0.05,-0.13,0.05,-0.32,2.0,5.0,,0.0,0.85,-404.0,-0.31,-1.33,-1.84,-3.45,-10.39,-2.45,91.76
3178,公準,電機機械,104.5,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,129.0,0.29,0.74,1.28,-0.99,4.0,7.0,,0.02,0.56,182.0,0.4,0.75,0.87,-0.21,-9.19,-5.97,10.24
3260,威剛,半導體業,81.8,-1.8,6.61,-0.46,-1230.0,-1.53,1.29,3.14,2.0,7.0,15.0,11.37,30.0,0.01,-1.4,-2.37,-4.0,2.0,5.0,,0.0,3.01,-1049.0,-0.39,-2.73,-2.64,-1.87,-6.96,-23.87,-23.80
3288,點晶,電子零組件業,21.95,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01,0.02,0.03,-36.49,-39.84,-15.81
3289,宜特,其他電子業,115.0,0.88,9.4,0.31,229.0,2.68,3.87,3.58,3.0,8.0,10.0,22.19,-1151.0,-1.54,3.37,5.57,10.23,4.0,7.0,,-0.11,1.18,-658.0,-0.88,3.85,6.85,10.08,0.20,6.12,9.44
3294,英濟,電子零組件業,18.25,-0.27,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7.92,-17.0,-0.01,-0.34,-0.27,-0.31,0.0,3.0,,0.0,0.15,-4.0,-0.0,-0.15,0.01,0.23,-8.84,-42.47,-18.15
3303,岱稜,其他電子業,25.35,-0.39,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,3.75,-92.0,-0.1,-0.27,-0.24,-0.31,2.0,3.0,,0.0,0.04,-20.0,-0.02,-0.47,-0.62,-0.63,-13.01,-26.99,-24.74
3306,鼎天,通信網路業,37.5,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-20.0,-0.04,0.12,-0.24,0.67,1.0,5.0,,0.0,0.35,-47.0,-0.09,0.95,-1.23,0.48,-11.99,-16.00,-1.34
3332,幸康,電子零組件業,49.15,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.01,0.0,-0.01,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-16.50,-32.34,-4.35
3354,律勝,電子零組件業,15.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.0,-0.03,-0.13,-0.1,2.0,3.0,,0.0,0.0,9.0,0.01,0.01,-0.26,-0.21,-28.79,-45.35,-43.86
3390,旭軟,電子零組件業,17.65,-1.67,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,1.7,-9.0,-0.01,-0.1,-0.15,-0.0,1.0,3.0,,0.0,0.03,2.0,0.0,-0.19,-0.21,-0.43,-16.19,-49.32,-32.25
3441,聯一光電,光電業,42.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,-163.0,-0.41,-0.21,0.53,0.94,2.0,5.0,,-0.0,0.25,-94.0,-0.23,-0.52,-0.2,-0.46,-31.25,-52.99,-39.04
3455,由田,光電業,82.4,-0.6,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,4.45,-119.0,-0.2,-0.27,-0.0,-0.16,2.0,5.0,,-0.0,0.15,-78.0,-0.13,-0.62,-0.86,-2.04,-5.91,-57.87,-36.00
3465,進泰電子,電子零組件業,87.2,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,9.0,0.03,0.08,0.09,0.1,3.0,4.0,,0.0,0.0,4.0,0.01,0.0,-0.02,-0.02,-33.78,-46.82,-35.62
3479,安勤,電腦及週邊設備業,104.5,-0.95,2.28,-0.68,-494.0,-1.15,-1.59,-3.11,1.0,2.0,2.0,12.08,351.0,0.49,0.28,-0.87,-3.18,2.0,5.0,,-0.04,1.2,-183.0,-0.25,-1.43,-3.24,-6.26,-19.24,-14.37,15.66
3508,位速,其他電子業,30.6,-1.77,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.44,-3.0,-0.0,-0.01,-0.02,-0.06,2.0,4.0,,-0.0,2.51,-21.0,-0.02,-0.07,-0.15,-0.48,-5.72,-51.41,-37.08
3520,華盈,電子零組件業,18.55,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,50.0,0.07,0.0,-0.09,-1.05,2.0,5.0,,0.0,0.13,47.0,0.07,-0.12,-0.54,-1.76,-18.57,-18.12,-12.27
3570,大塚,資訊服務業,128.0,-0.39,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,43.29,1.0,0.01,-0.13,-0.15,-0.8,2.0,4.0,,0.03,0.19,4.0,0.02,0.08,-0.3,-0.98,-0.44,-3.68,17.04
3577,泓格,電腦及週邊設備業,81.0,7.43,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.76,-90.0,-0.15,-0.19,-0.23,-0.1,1.0,2.0,,0.0,0.0,-4.0,-0.01,-0.02,-0.06,-0.2,-21.60,-50.74,-14.81
3609,三一東林,電子零組件業,43.75,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,-0.01,-0.01,0.02,1.0,1.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.01,-15.84,-39.79,-34.07
3652,精聯,電腦及週邊設備業,40.55,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,-130.0,-0.17,-0.79,-1.53,1.25,2.0,6.0,,-0.0,0.35,-157.0,-0.21,-1.14,-1.88,-1.84,-38.91,-10.80,3.37
3680,家登,半導體業,400.0,0.25,14.03,0.04,39.0,-0.6,0.11,2.2,1.0,6.0,13.0,18.88,-202.0,-0.23,0.49,1.52,5.26,3.0,8.0,,-0.02,2.87,-43.0,-0.05,-1.03,-0.81,3.62,-5.48,-13.39,15.65
